<START:location> Strilkovychi (49.5, 23.13333) <END>
<START:location> Rozizd Soroche (48.04768, 38.31733) <END>
<START:location> Pshedbozhe (49.95, 23.2) <END>
<START:location> Gold Fisher Rock (49.43611, -2.53083) <END>
<START:location> Hora Chorna (44.68176, 34.24856) <END>
<START:location> Pisky-Radkivski (49.26666, 37.60666) <END>
<START:location> Palanochka (48.92746, 30.44318) <END>
<START:location> Sunychne (51.78004, 32.03128) <END>
<START:location> Kalynivka (50.90087, 32.04108) <END>
<START:location> Lelaki (50.23392, 31.53059) <END>
<START:location> Poradivka (50.13305, 30.17952) <END>
<START:location> Чигирин (49.072498, 32.683578) <END>
<START:location> Moskva (44.94518, 34.12526) <END>
<START:location> Maryina Roshcha (48.41556, 36.21043) <END>
<START:location> Mazurivka (49.27452, 24.21701) <END>
<START:location> Razdol station (49.4562, 24.12953) <END>
<START:location> Hulianka (47.3999, 29.39075) <END>
<START:location> Protsenky (49.50773, 32.83949) <END>
<START:location> Romantsy (49.4, 34.26667) <END>
<START:location> Raivka (49.69204, 37.23247) <END>
<START:location> Neshcheriv (50.14802, 30.6195) <END>
<START:location> Obreznoy Yar (49.31083, 38.06333) <END>
<START:location> Hora Tsunhu (48.09376, 24.02517) <END>
<START:location> Kryvoshyivka (49.49784, 38.00576) <END>
<START:location> Pervomaiske (48.36765, 35.33144) <END>
<START:location> Urochyshche Unava (50.04709, 29.8266) <END>
<START:location> Kamyshevakha (49.10694, 37.09778) <END>
<START:location> Kolosivka (49.60814, 33.77353) <END>
<START:location> Crimean Khanate (45.29373, 34.33622) <END>
<START:location> Ternivka (48.53895, 29.97102) <END>
<START:location> Mazivka (51.37362, 34.00388) <END>
<START:location> Dubova Balka (48.03349, 39.38707) <END>
<START:location> Stolichniy (48.01179, 37.80552) <END>
<START:location> Krasnoluchskiy (48.23194, 39.02) <END>
<START:location> Rokach (50.5779, 30.2841) <END>
<START:location> Sercul (49.40528, -2.38111) <END>
<START:location> Natalivka (49.81445, 33.12413) <END>
<START:location> Pryluky (47.75323, 36.18087) <END>
<START:location> Burimka (49.52734, 32.96289) <END>
<START:location> Shumyna (49.50357, 22.93678) <END>
<START:location> Novoselivka (49.22386, 36.6077) <END>
<START:location> Baltska Doroha (46.58957, 30.7076) <END>
<START:location> Zhukotyn (48.67875, 25.06647) <END>
<START:location> Slokhyni (49.54408, 22.88163) <END>
<START:location> Ivashchuky (50.24887, 25.42724) <END>
<START:location> Baranivka (50.94281, 34.8502) <END>
<START:location> Vsevolodivka (50.74488, 25.17289) <END>
<START:location> Taranske (51.3167, 33.12439) <END>
<START:location> Yelënovka (47.93333, 33.98333) <END>
<START:location> Zakharivka (48.84848, 32.98123) <END>
<START:location> Tarnavshchyna (49.98733, 33.15384) <END>
<START:location> Uzyn (49.98333, 30.38333) <END>
<START:location> Kacha (44.72719, 33.54827) <END>
<START:location> Vertelka (49.74648, 25.43896) <END>
<START:location> Novorozanivka (47.75786, 32.35102) <END>
<START:location> Syrivske (47.72182, 30.36505) <END>
<START:location> Slavyanskoye sel'skoye poselenye (45.72715, 33.32033) <END>
<START:location> Pidvarki (50.08333, 31.48333) <END>
<START:location> Best Western Hotel De Havelet (49.4532, -2.5435) <END>
<START:location> Stantsiia Pidbirtsi (49.81667, 24.13333) <END>
<START:location> Liudvynivka (50.9489, 29.45525) <END>
<START:location> Sharapovka (51.38889, 34.0025) <END>
<START:location> Vyshneve (46.26134, 33.00682) <END>
<START:location> Zelenyi Hai (46.94244, 32.24178) <END>
<START:location> Solidarne (50.90329, 34.64072) <END>
<START:location> Tkachenka (47.47281, 29.30322) <END>
<START:location> Yazykove (48.92686, 36.92571) <END>
<START:location> Piatkivka (48.31942, 29.3868) <END>
<START:location> Tabayevka (49.76625, 38.09418) <END>
<START:location> Semenivka (50.43536, 34.49545) <END>
<START:location> Dibrova (50.29072, 23.84376) <END>
<START:location> Hrebeniaky (49.93539, 34.14151) <END>
<START:location> Sokyryany Raion (48.4484, 27.41237) <END>
<START:location> Ostrytsya (48.25792, 26.05186) <END>
<START:location> Casquets (49.72226, -2.37515) <END>
<START:location> Chaburda (46.25, 33.2) <END>
<START:location> Kamenskoye (52.11098, 33.83453) <END>
<START:location> Royal Spa Geneva (49.28281, 23.50799) <END>
<START:location> Yurkivka (48.77591, 37.80074) <END>
<START:location> Velykyi Utliuk (46.49641, 35.16023) <END>
<START:location> Zemlyanichnenskoye sel'skoye poselenye (44.97354, 34.83675) <END>
<START:location> Studenok (49.08888, 37.48999) <END>
<START:location> Unknown River (Mankivka) (48.99408, 30.46917) <END>
<START:location> Lisarnia (48.56501, 22.72103) <END>
<START:location> Razlivy (45.46101, 34.71991) <END>
<START:location> Zinove (51.26439, 33.91234) <END>
<START:location> Vyshneve (48.50918, 35.90713) <END>
<START:location> Nadrossia (49.41667, 29.08333) <END>
<START:location> Dobrianka (48.2794, 28.36934) <END>
<START:location> Ozero Ploskoye (46.48333, 31.9) <END>
<START:location> Dubrynychi (48.80219, 22.49285) <END>
<START:location> Pylatkivtsi (48.88931, 25.99986) <END>
<START:location> Andriivka (51.13079, 30.08975) <END>
<START:location> Uzhynets (50.52744, 25.66081) <END>
<START:location> Serednii Bereziv (48.42348, 24.81459) <END>
<START:location> Zaporizhzhia (50.60727, 31.78792) <END>
<START:location> Pokrovske (47.9411, 33.38674) <END>
<START:location> Khliborob (52.22727, 33.9768) <END>
<START:location> Shyrokopole (48.12323, 34.94529) <END>
<START:location> Yalynivka (50.40145, 28.43131) <END>
<START:location> Pivnichna Storona (44.62986, 33.5349) <END>
<START:location> Gora Ozirnya (48.60963, 23.66348) <END>
<START:location> Stantsiia Duboviazivka (51.198, 33.39028) <END>
<START:location> Rozsokhuvate (49.45915, 37.4393) <END>
<START:location> Yaryshivka (48.53258, 28.52144) <END>
<START:location> Nyzhnya Dvorichna (49.84843, 37.69544) <END>
<START:location> Roska (49.4612, 29.76143) <END>
<START:location> Zaliznytsia (51.69531, 25.57198) <END>
<START:location> Prybuzke (46.73986, 31.88229) <END>
<START:location> Yaseninichi (50.6, 26.25) <END>
<START:location> Verkhivtsi (48.4767, 32.38299) <END>
<START:location> Nikita (44.51335, 34.23517) <END>
<START:location> Sadky (49.30574, 39.25283) <END>
<START:location> Dergachi Mediumwave Transmitter (44.55174, 33.56298) <END>
<START:location> Polonka (50.60164, 25.07926) <END>
<START:location> Bilozerka (46.62651, 32.44447) <END>
<START:location> Petrovka (49.16083, 37.72167) <END>
<START:location> Stara Darnytsya (50.43333, 30.63333) <END>
<START:location> Bushtyno (48.0473, 23.48576) <END>
<START:location> Novokarbivka (47.69396, 30.32547) <END>
<START:location> Staryi Irzhavets (49.7451, 32.61106) <END>
<START:location> Topillia (50.60164, 25.37557) <END>
<START:location> Miakenkivka (49.51803, 33.99966) <END>
<START:location> Burchak-Mykhailivka (48.57013, 39.51849) <END>
<START:location> Suskyi Zakaznyk (50.7971, 26.12457) <END>
<START:location> Ozero Plotyche (51.94801, 25.10627) <END>
<START:location> Kanatna Vulytsia (46.45462, 30.7441) <END>
<START:location> Snizhna (49.6205, 29.46626) <END>
<START:location> Sirenky (49.4501, 33.38247) <END>
<START:location> Goncharov Krug (51.3, 30.93333) <END>
<START:location> Deleva (48.91202, 25.22243) <END>
<START:location> Byshkyn (50.63242, 34.62513) <END>
<START:location> Myzove (51.34931, 24.53609) <END>
<START:location> Butsneve (49.2235, 27.44373) <END>
<START:location> Polovyi Lane (50.07674, 27.28457) <END>
<START:location> Priozyornovskoye sel'skoye poselenye (45.27024, 36.33822) <END>
<START:location> Baylova (48.12626, 23.35237) <END>
<START:location> Sukhyny (49.29331, 31.10841) <END>
<START:location> Novostav (50.44822, 25.08414) <END>
<START:location> Bakhmut Municipality (48.59574, 37.99991) <END>
<START:location> Mannez Garenne (49.725, -2.17056) <END>
<START:location> Braye Harbor (49.7247, -2.20215) <END>
<START:location> Zaorillia (49.10902, 34.612) <END>
<START:location> Chornomorski Krynytsi (46.27687, 32.09663) <END>
<START:location> Rudnia (50.88448, 28.51327) <END>
<START:location> Luchkivka (50.79231, 32.26514) <END>
<START:location> Vovkoshiv (50.69064, 26.79533) <END>
<START:location> Zielona (50.31667, 24.86667) <END>
<START:location> Andreyevka (49.3558, 26.42262) <END>
<START:location> Hora Perchem (44.8591, 34.92819) <END>
<START:location> Vilna Ukraina (46.28392, 32.06388) <END>
<START:location> Zoryne (51.88261, 33.98602) <END>
<START:location> Berezovyi Hrud (50.99855, 28.36362) <END>
<START:location> Nykontsi (50.86973, 34.65645) <END>
<START:location> Krasnyy (49.62139, 37.96194) <END>
<START:location> Reka Cherna Voda (48.31307, 22.58708) <END>
<START:location> Ivanovka (47.9, 31.88333) <END>
<START:location> Zheleznitse (50.68333, 26.46667) <END>
<START:location> Serednia Rika (48.06136, 24.06882) <END>
<START:location> Pokotylivka (49.90631, 36.16956) <END>
<START:location> Borsuky (49.88557, 25.98235) <END>
<START:location> Novyi Karakurt (45.60854, 28.79114) <END>
<START:location> Tsvitianka (50.46631, 28.16061) <END>
<START:location> Vovchyshchovychi (49.72639, 23.29988) <END>
<START:location> Sosonka (49.33508, 28.55438) <END>
<START:location> Zaverkhlitse (51.66667, 25.46667) <END>
<START:location> Topilnytsia (49.34055, 22.99127) <END>
<START:location> Trudovoye (45.23797, 33.75836) <END>
<START:location> Osivka (50.98136, 27.97906) <END>
<START:location> Horbatenko (47.76097, 38.09892) <END>
<START:location> Zatyshne (47.52079, 37.32498) <END>
<START:location> Sholokhove (47.69805, 34.03347) <END>
<START:location> Chemerskyi Zakaznyk (51.05455, 31.2346) <END>
<START:location> Suprunov (49.39223, 28.30856) <END>
<START:location> Horodnie (48.97401, 36.51786) <END>
<START:location> Ryboten (50.27939, 34.78842) <END>
<START:location> Icart (49.42194, -2.56083) <END>
<START:location> Heisykha (49.34598, 30.29606) <END>
<START:location> Cheremushky (50.77201, 29.23322) <END>
<START:location> Arapovychi (51.95003, 33.31153) <END>
<START:location> Pereverediv (50.49211, 25.52049) <END>
<START:location> Zhabche (50.97742, 28.55856) <END>
<START:location> Ukrainskiye Karpaty (48.75, 23.5) <END>
<START:location> Vysokov (49.2, 25.03333) <END>
<START:location> Shyshaky (49.87574, 34.00645) <END>
<START:location> Monastyrok (48.96986, 28.86378) <END>
<START:location> Starosillia (50.09682, 28.95396) <END>
<START:location> Roque au Nord (49.51667, -2.53333) <END>
<START:location> Zozovo (49.33037, 28.9776) <END>
<START:location> Oleksandrivka (46.29451, 33.093) <END>
<START:location> Raydolyna (47.34762, 31.30003) <END>
<START:location> Pushkinska Vulytsia (46.46952, 30.74095) <END>
<START:location> Krasnopilka (49.86345, 30.93026) <END>
<START:location> Yarkoye (45.6912, 34.26323) <END>
<START:location> Veseli Hory (51.47073, 33.3457) <END>
<START:location> Dybshche (49.43978, 25.08475) <END>
<START:location> Lyman (50.24593, 36.8942) <END>
<START:location> Hnylytsia (49.71321, 36.53181) <END>
<START:location> Olenivske (50.03365, 35.26623) <END>
<START:location> Zahiria (50.21667, 23.68333) <END>
<START:location> Polove (50.13949, 32.35137) <END>
<START:location> Kukharka (50.44899, 32.9077) <END>
<START:location> Smerechka (49.25585, 22.89922) <END>
<START:location> Portinfer Bay (49.49111, -2.57639) <END>
<START:location> Lyman Olen (46.1404, 35.05152) <END>
<START:location> Plavynyshche (50.77311, 33.53474) <END>
<START:location> Vodiane (48.74539, 32.56836) <END>
<START:location> Kamenka (50.96667, 28.65) <END>
<START:location> Reikartz Sumy (50.90843, 34.79704) <END>
<START:location> Dovhovolia (51.40594, 26.07604) <END>
<START:location> Glubokaya Balka (48.01333, 39.00667) <END>
<START:location> Vitkovychi (51.05023, 26.76929) <END>
<START:location> Alfërovo (48.38333, 33.96667) <END>
<START:location> Pidlisy (51.13739, 25.25728) <END>
<START:location> Berezivka (49.71016, 34.69709) <END>
<START:location> Myroliubivka (48.30161, 37.37398) <END>
<START:location> Pereveznya (50.81667, 27.41667) <END>
<START:location> Shevchenkove (50.35557, 35.57867) <END>
<START:location> Slovianoserbka (46.92301, 29.68157) <END>
<START:location> Chudniv (50.05204, 28.11745) <END>
<START:location> Shchekynske (51.30484, 33.45761) <END>
<START:location> Tryhiria (50.19511, 28.37921) <END>
<START:location> Rakivshchyna (51.25589, 28.88687) <END>
<START:location> Vatutine (49.01198, 31.04659) <END>
<START:location> Bilyi Bereh (50.94237, 29.96915) <END>
<START:location> Tern (50.8507, 34.06163) <END>
<START:location> Karavelove (47.01121, 32.05534) <END>
<START:location> Slovianka (45.62102, 34.26425) <END>
<START:location> Vovk (49.38123, 27.608) <END>
<START:location> Biliary (46.62562, 31.02826) <END>
<START:location> Charivne (47.01889, 33.26687) <END>
<START:location> Teofipilka (49.45397, 25.21359) <END>
<START:location> Tyutyunnyky (49.53054, 34.55476) <END>
<START:location> Danylivka (49.11738, 39.62355) <END>
<START:location> Ramada Donetsk (48.00954, 37.81764) <END>
<START:location> Poplivtse (51.83333, 24.4) <END>
<START:location> Pidporozhnyans’kyy (47.92013, 35.14028) <END>
<START:location> Yankovtse (49.69723, 25.46768) <END>
<START:location> Petropavlivske (50.32593, 30.82864) <END>
<START:location> Priymovo (47.41667, 29.65) <END>
<START:location> Selyshche Savy (47.12361, 29.50778) <END>
<START:location> Ozero Zalyv (51.35596, 26.77888) <END>
<START:location> Bobrynka (48.00079, 31.9891) <END>
<START:location> Vodolazke (48.74637, 36.44572) <END>
<START:location> Mala Vulyha (48.86474, 28.6277) <END>
<START:location> Polyany (48.11667, 25.48333) <END>
<START:location> Lysychne (48.27391, 37.45874) <END>
<START:location> Huta Lohanivs'ka (50.77265, 29.04976) <END>
<START:location> Butenky (49.23498, 33.64807) <END>
<START:location> Balka Kolenikova (49.44611, 39.78389) <END>
<START:location> Holubivka (50.01263, 37.32326) <END>
<START:location> Urochishche Yemel’yanovka (44.8749, 33.96928) <END>
<START:location> Gropenets (48.43447, 24.22665) <END>
<START:location> Zdriahivka (51.93003, 31.74974) <END>
<START:location> Motyzhyn (50.38776, 29.92359) <END>
<START:location> Galicia (49.5, 23) <END>
<START:location> Novomykhailivka (49.20333, 37.86969) <END>
<START:location> Sloboda-Yaltushkivska (48.97583, 27.50556) <END>
<START:location> Dekonka (49.01352, 35.11523) <END>
<START:location> Vodnyky (49.07501, 24.81111) <END>
<START:location> Ivanivka (51.91394, 32.0973) <END>
<START:location> Slobodka Chernelevetskaya (49.63854, 26.80693) <END>
<START:location> Vasylivka Druha (48.8647, 37.16856) <END>
<START:location> Vasylivka (48.17331, 37.85712) <END>
<START:location> Pokrovsk City Council (48.28234, 37.17187) <END>
<START:location> Richky (50.27706, 23.64617) <END>
<START:location> Chotyrboky (50.02778, 27.01927) <END>
<START:location> Stupnyk (49.74349, 28.28817) <END>
<START:location> Hatkivka (50.50238, 24.15654) <END>
<START:location> Zelena Roshcha (52.18834, 32.84858) <END>
<START:location> Hlynokarier (48.66898, 38.31306) <END>
<START:location> Ozero Zabolottia (51.91587, 32.92737) <END>
<START:location> Moika (50.17822, 35.06612) <END>
<START:location> Varvarovka (47.9, 32.2) <END>
<START:location> Orikhove (48.212, 35.05171) <END>
<START:location> Bereznuvatka (48.24642, 35.6011) <END>
<START:location> Bondareve (48.17325, 36.11076) <END>
<START:location> Kolontayevka (49.68139, 37.60722) <END>
<START:location> Dovhivka (47.92209, 34.29236) <END>
<START:location> Shapran (49.83667, 39.13417) <END>
<START:location> Pisky (50.3722, 34.84076) <END>
<START:location> Mayskoye sel'skoye poselenye (45.5944, 34.549) <END>
<START:location> Sokyrychi (50.86519, 25.49802) <END>
<START:location> Koshativ (50.53825, 26.22839) <END>
<START:location> Oblitky (50.6472, 29.0501) <END>
<START:location> Husyatyn Raion (49.07106, 26.20411) <END>
<START:location> Borimlia (50.4115, 34.99601) <END>
<START:location> Ozyndzylyuki (50.1, 24.71667) <END>
<START:location> Chorni Lozy (51.83333, 33.36667) <END>
<START:location> Liubche (50.95768, 25.11727) <END>
<START:location> Semeniv Yar (50.13381, 35.51262) <END>
<START:location> Zahoroshcha (50.53188, 26.27924) <END>
<START:location> Saltaba (45.35873, 33.6935) <END>
<START:location> Uzh (48.6, 22) <END>
<START:location> Hirske (49.47095, 23.79988) <END>
<START:location> Novosëlki (50.08333, 28.13333) <END>
<START:location> Evhenivka (47.66913, 37.08557) <END>
<START:location> Glubokiy Yar (44.79147, 33.91593) <END>
<START:location> Stantsiia Horbashi (50.4555, 28.6821) <END>
<START:location> Pnevmatyka (44.91484, 34.10975) <END>
<START:location> Sakhanske (47.27023, 30.03251) <END>
<START:location> Hora Roman-Kosh (44.6121, 34.243) <END>
<START:location> Elevatorne (46.76825, 31.52699) <END>
<START:location> Zymivnyky (48.10033, 39.81698) <END>
<START:location> Iline (47.01667, 36.1) <END>
<START:location> Victoria Hotel (48.92699, 31.47799) <END>
<START:location> Biloiarske (50.78056, 34.00806) <END>
<START:location> Piatyhory (49.34397, 29.93136) <END>
<START:location> Barvinivka (47.33849, 35.41967) <END>
<START:location> Yehorivka (48.27364, 34.51234) <END>
<START:location> Drik (48.5, 22.65) <END>
<START:location> Stepanivka (51.52692, 32.02489) <END>
<START:location> Velyka Novosilka Raion (47.91667, 36.83333) <END>
<START:location> Hrabovo (48.60039, 22.75493) <END>
